ID,Q20,valid_10_3min,valid_10_5min,valid_8_3min,valid_8_5min,valid_6_3min,valid_6_5min,Q21,Q595,state,urban,Q594,Q1525,Q23,Q5,Q8,Q9,Q1523,Q1524,Q1081_1_1,Q1081_2_1,Q1081_3_1,Q1069_1,Q1069_9,Q1069_6,Q1069_7,Q1069_8,Q1069_10,Q1069_11,Q1069_12,Q1069_13,Q1026_1,Q1026_9,Q1026_6,Q1026_7,Q1026_8,Q1026_10,Q1026_11,Q1026_12,Q1026_13,Q1076,Q1091,Q1077,Q1092,Q1078,Q1073,Q1080,Q1139,Q1141,Q1143,Q1145,Q1506,Q1507,Q1515,Q1516,Q1518,Q1519,Q1521,Q1522,Q1112,Q1130,Q1114,Q1115,Q1129,Q1147,Q1149,Q1150,Q1151,Q1152,fish_Y,Q1071,meals_Y,fish_BY,Q1083,meals_BY,Q747,B_Y_type,L_Y_type,D_Y_type,B_BY_type,L_BY_type,D_BY_type,Q748,Q749,B_Y_source,Q766,Q751,Q762,Q763,Q764,Q765,Q911,Q912,Q913,L_Y_source,Q915,Q916,Q928,Q929,Q930,Q931,Q934,Q935,Q936,D_Y_source,Q938,Q939,Q951,Q952,Q953,Q954,Q957,Q958,Q959,B_BY_source,Q961,Q962,Q974,Q975,Q976,Q977,Q980,Q981,Q982,L_BY_source,Q984,Q985,Q997,Q998,Q999,Q1000,Q1003,Q1004,Q1005,D_BY_source,Q1007,Q1008,Q1020,Q1021,Q1022,Q1023,Q1031,Q1086,Q1074,Q1051,Q1052_1,Q1052_2,Q1052_3,Q1052_4,Q1087,Q1257,Q1090,Q1527,Q2,Q4,Q3,Q14,Q29,Q12,Q15_102,Q15_103,Q15_104,Q15_105,Q15_106,Q15_107,Q15_108,Q15_109,Q15_110,Q15_111,buyer,SDA
446,Nglis,0,0,0,0,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,8,6,2,2,1,NA,NA,NA,rarely_never,rarely_never,weekly,rarely_never,bi_monthly,triweekly,triweekly,bi_monthly,rarely_never,never,never,never,never,once,twice,thrice_plus,once,never,NA,NA,NA,NA,1.5,whole,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3,1,2,0,0,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1959,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
447,Nglis,0,0,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,2,2,0,1,NA,0,50,50,rarely_never,rarely_never,bi_monthly,rarely_never,weekly,triweekly,weekly,weekly,rarely_never,never,never,never,never,once,once,once,never,never,NA,NA,NA,NA,NA,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1964,1,Modekngei,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
448,Nglis,0,0,1,0,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,2,2,0,1,NA,50,0,50,weekly,rarely_never,weekly,rarely_never,weekly,rarely_never,triweekly,rarely_never,weekly,twice,never,once,never,twice,never,twice,never,once,NA,NA,steak,6,NA,steak,fillet,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,1,3,1,NA,NA,NA,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,5,NA,NA,NA,NA,NA,5,2,NA,3,16,16,14,16,23,NA,9,NA,3,1949,1,Protestant,some college,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
449,Nglis,0,0,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Imeong,1,1,7,4,3,1,NA,0,50,50,weekly,rarely_never,rarely_never,rarely_never,triweekly,weekly,weekly,rarely_never,rarely_never,twice,never,never,never,thrice_plus,thrice_plus,twice,never,never,NA,NA,NA,NA,NA,don't_like,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,16,16,14,14,22,NA,9,NA,3,1952,1,Protestant,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
450,Nglis,0,0,0,0,0,0,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,2,2,0,1,NA,50,0,50,rarely_never,rarely_never,rarely_never,rarely_never,weekly,triweekly,bi_monthly,weekly,rarely_never,once,once,never,never,twice,once,once,once,never,NA,NA,NA,NA,1.8,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,16,16,14,14,23,NA,9,NA,3,1972,1,Modekngei,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
451,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,2,2,0,1,NA,50,0,50,bi_monthly,rarely_never,weekly,bi_monthly,rarely_never,weekly,bi_monthly,weekly,rarely_never,once,once,once,never,never,twice,thrice_plus,never,never,NA,NA,whole,2,NA,whole,fillet,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3,1,2,0,0,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,3,14,16,14,16,21,NA,9,NA,3,1968,1,Catholic,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
452,Nglis,0,0,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,3,2,1,1,NA,50,0,50,rarely_never,rarely_never,rarely_never,rarely_never,bi_monthly,triweekly,triweekly,bi_monthly,bi_monthly,never,never,never,never,twice,twice,once,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1976,1,Protestant,some college,"$30,000-$49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
453,Nglis,0,0,1,0,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,3,2,1,1,NA,0,50,50,weekly,rarely_never,bi_monthly,bi_monthly,rarely_never,weekly,triweekly,rarely_never,rarely_never,never,never,never,never,once,twice,twice,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,1,"2,3",2,NA,NA,NA,NA,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1934,1,Catholic,HS,"<$4,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
454,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngeremlengui,1,1,6,4,2,1,NA,50,50,0,rarely_never,rarely_never,weekly,weekly,rarely_never,rarely_never,triweekly,triweekly,rarely_never,never,never,thrice_plus,never,twice,never,thrice_plus,never,never,NA,NA,whole,2.5,NA,whole,whole,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,3,1,1,3,1,NA,NA,NA,can_tuna,NA,NA,bill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,1,3,NA,NA,NA,NA,NA,NA,5,2,NA,3,16,16,14,14,21,NA,9,NA,3,1964,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
455,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,11,7,4,1,NA,50,0,50,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,daily,daily,weekly,rarely_never,never,never,never,never,twice,twice,twice,never,never,NA,NA,NA,NA,NA,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,1,NA,NA,1,2,1,1,2,1,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,6,16,16,14,14,21,NA,9,NA,3,1954,1,Protestant,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
456,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,3,3,0,1,NA,50,50,0,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,rarely_never,triweekly,rarely_never,rarely_never,never,never,never,never,thrice_plus,never,twice,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,0,0,1,3,1,NA,NA,NA,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1970,1,Protestant,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
457,Nglis,1,1,1,1,1,1,40301,Ngiwal,Ngiwal,rural,Ngermechau,1,1,3,1,2,1,NA,0,50,50,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,triweekly,triweekly,weekly,rarely_never,never,never,never,never,thrice_plus,thrice_plus,once,twice,never,NA,NA,NA,NA,1.5,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1948,1,Catholic,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
458,Nglis,1,1,1,1,1,1,40301,Ngiwal,Ngiwal,rural,Ngermechau,1,1,1,1,0,1,NA,50,0,50,bi_monthly,bi_monthly,bi_monthly,rarely_never,rarely_never,rarely_never,bi_monthly,bi_monthly,rarely_never,never,never,never,never,never,never,never,never,never,NA,NA,NA,NA,NA,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,"2,3",2,2,0,0,NA,NA,cook_tuna,cook_tuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,NA,1,3,NA,NA,NA,NA,NA,NA,307,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1965,1,Catholic,2-year degree,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
459,Nglis,0,0,0,0,0,0,40301,Ngiwal,Ngiwal,rural,40301,1,1,2,2,0,2,1,NA,NA,NA,rarely_never,rarely_never,rarely_never,rarely_never,weekly,daily,daily,triweekly,rarely_never,never,never,once,twice,once,twice,thrice_plus,never,never,whole,1.5,whole,1.5,NA,whole,whole,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1963,1,Protestant,<HS,"<$4,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
460,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetengel,1,1,7,4,3,1,NA,50,0,50,bi_monthly,weekly,rarely_never,bi_monthly,triweekly,daily,triweekly,bi_monthly,rarely_never,twice,twice,never,never,thrice_plus,thrice_plus,twice,never,never,NA,NA,NA,NA,NA,whole,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,deep_snapper,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,16,16,12,14,21,NA,7,NA,3,1956,1,Modekngei,advanced_degree,"$30,000-$49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
461,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngermetemgel,1,1,2,2,0,1,NA,50,0,50,weekly,rarely_never,weekly,rarely_never,weekly,weekly,weekly,triweekly,rarely_never,once,once,never,never,once,once,once,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,"2,3",2,1,"2,3",2,NA,NA,reef,cook_tuna,NA,reef,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,2,1,7,NA,NA,NA,NA,NA,307,NA,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,5,2,NA,5,16,16,14,14,21,NA,7,NA,3,1962,1,Catholic,2-year degree,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
462,Nglis,1,1,1,1,1,1,10301,Ngeremlengui,Ngeremlengui,rural,Ngrmetengel,1,1,2,2,0,1,NA,0,50,50,triweekly,weekly,bi_monthly,rarely_never,triweekly,triweekly,triweekly,bi_monthly,rarely_never,once,once,never,never,once,thrice_plus,never,twice,never,NA,NA,NA,NA,1.8,steak,fillet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1954,1,SDA,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
463,Nglis,1,1,1,1,1,1,40401,Ngiwal,Ngiwal,rural,Ngercheluul,1,1,4,3,1,1,NA,50,0,50,weekly,rarely_never,weekly,rarely_never,bi_monthly,daily,daily,weekly,rarely_never,never,never,never,never,never,once,twice,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,2,0,0,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1972,1,Protestant,some college,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
464,Nglis,1,1,1,1,1,1,40401,Ngiwal,Ngiwal,rural,Ngersngai,1,1,2,2,0,1,NA,50,0,50,weekly,rarely_never,rarely_never,rarely_never,weekly,weekly,daily,weekly,rarely_never,once,never,never,never,once,twice,once,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,1,3,1,1,3,1,NA,NA,NA,reef,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,5,2,NA,3,16,16,14,14,22,NA,9,NA,3,1964,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
465,Nglis,1,1,1,1,1,1,40201,Ngiwal,Ngiwal,rural,Ngercheluuk,1,1,9,4,5,1,NA,50,0,50,weekly,weekly,rarely_never,rarely_never,weekly,weekly,triweekly,triweekly,rarely_never,thrice_plus,once,once,once,once,once,twice,never,never,piece,1.8,whole,2,NA,whole,fillet,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,NA,NA,non_reef_near,NA,NA,grouper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,16,16,16,13,22,NA,9,NA,3,1954,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
466,Nglis,0,0,0,0,0,0,40401,Ngiwal,Ngiwal,rural,Ngersngai,1,1,7,4,3,1,NA,50,0,50,bi_monthly,weekly,rarely_never,rarely_never,daily,daily,daily,bi_monthly,rarely_never,once,twice,never,never,twice,twice,thrice_plus,once,never,NA,NA,NA,NA,2,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1955,1,Protestant,HS,"<$4,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
467,Nglis,0,0,0,0,1,0,40401,Ngiwal,Ngiwal,rural,Ngesngai,1,1,4,3,1,1,NA,50,0,50,triweekly,triweekly,rarely_never,weekly,triweekly,triweekly,daily,bi_monthly,rarely_never,thrice_plus,once,never,never,thrice_plus,thrice_plus,thrice_plus,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,2,0,0,NA,NA,cook_tuna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,16,16,16,16,25,NA,9,NA,3,1965,1,Protestant,some college,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
468,Nglis,0,0,1,1,1,1,40301,Ngiwal,Ngiwal,rural,Ngermechau,1,1,2,2,0,1,NA,50,0,50,rarely_never,rarely_never,rarely_never,rarely_never,triweekly,daily,triweekly,weekly,rarely_never,never,never,never,never,once,thrice_plus,once,never,never,NA,NA,NA,NA,NA,whole,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3,1,2,0,0,NA,NA,NA,reef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,16,16,16,14,25,NA,9,NA,3,1971,1,Protestant,HS,"$5,000-$9,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
469,Nglis,1,1,1,1,1,1,40401,Ngiwal,Ngiwal,rural,Ngermechau,1,1,1,1,0,1,NA,50,0,50,weekly,bi_monthly,weekly,rarely_never,rarely_never,rarely_never,weekly,triweekly,rarely_never,once,once,twice,never,never,never,once,never,never,NA,NA,steak,4,NA,steak,don't_like,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,"1,2,3",3,1,"2,3",2,301,reef,reef,reef,NA,reef,reef,NA,1,1,10,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,301,NA,1,1,10,NA,NA,NA,NA,NA,5,2,NA,5,16,16,16,14,23,NA,9,NA,3,1958,1,Protestant,HS,"$10,000-$29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
